Start time:2024-01-06 07:38:37.510762
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
action_before_training:[ 2 20 48  1 49 36  1  2  6 58  1  0 16 72  1], Observation:[ 800.        269.10562   388.23218    20.1994     37.696304 2048.
 1273.7114     41.91983     7.67044     4.      ]
----------------------------------
| rollout/           |           |
|    clip_fraction        | 0.489      |
|    clip_range           | 0.2        |
|    entropy_loss         | -40.3      |
|    explained_variance   | 0.106      |
|    learning_rate        | 0.0003     |
|    loss                 | 538        |
|    n_updates            | 910        |
|    policy_gradient_loss | -0.0529    |
|    value_loss           | 6.94e+04   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 377         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 93          |
|    time_elapsed         | 939         |
|    total_timesteps      | 190278      |
| train/                  |             |
|    approx_kl            | 0.043530434 |
|    clip_fraction        | 0.443       |
|    clip_range           | 0.2         |
|    entropy_loss         | -40.2       |
|    explained_variance   | 0.421       |
|    learning_rate        | 0.0003      |
|    loss                 | 314         |
|    n_updates            | 920         |
|    policy_gradient_loss | -0.0568     |
|    value_loss           | 1.18e+04    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 376        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 94         |
|    time_elapsed         | 950        |
|    total_timesteps      | 192324     |
| train/                  |            |
|    approx_kl            | 0.15603098 |
|    clip_fraction        | 0.466      |
|    clip_range           | 0.2        |
|    entropy_loss         | -40.1      |
|    explained_variance   | 0.159      |
|    learning_rate        | 0.0003     |
|    loss                 | 618        |
|    n_updates            | 930        |
|    policy_gradient_loss | -0.046     |
|    value_loss           | 4.52e+04   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 372        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 95         |
|    time_elapsed         | 960        |
|    total_timesteps      | 194370     |
| train/                  |            |
|    approx_kl            | 0.06015131 |
|    clip_fraction        | 0.531      |
|    clip_range           | 0.2        |
|    entropy_loss         | -40        |
|    explained_variance   | 0.231      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.51e+04   |
|    n_updates            | 940        |
|    policy_gradient_loss | -0.0435    |
|    value_loss           | 2.85e+04   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 361        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 96         |
|    time_elapsed         | 970        |
|    total_timesteps      | 196416     |
| train/                  |            |
|    approx_kl            | 0.04634007 |
|    clip_fraction        | 0.481      |
|    clip_range           | 0.2        |
|    entropy_loss         | -40.1      |
|    explained_variance   | 0.492      |
|    learning_rate        | 0.0003     |
|    loss                 | 362        |
|    n_updates            | 950        |
|    policy_gradient_loss | -0.0507    |
|    value_loss           | 8.57e+03   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 379         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 97          |
|    time_elapsed         | 980         |
|    total_timesteps      | 198462      |
| train/                  |             |
|    approx_kl            | 0.029079176 |
|    clip_fraction        | 0.404       |
|    clip_range           | 0.2         |
|    entropy_loss         | -40         |
|    explained_variance   | 0.14        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.87e+03    |
|    n_updates            | 960         |
|    policy_gradient_loss | -0.0447     |
|    value_loss           | 5.18e+04    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 382        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 98         |
|    time_elapsed         | 990        |
|    total_timesteps      | 200508     |
| train/                  |            |
|    approx_kl            | 0.04289878 |
|    clip_fraction        | 0.416      |
|    clip_range           | 0.2        |
|    entropy_loss         | -40        |
|    explained_variance   | 0.167      |
|    learning_rate        | 0.0003     |
|    loss                 | 5.62e+04   |
|    n_updates            | 970        |
|    policy_gradient_loss | -0.0457    |
|    value_loss           | 4.27e+04   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 367         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 99          |
|    time_elapsed         | 1000        |
|    total_timesteps      | 202554      |
| train/                  |             |
|    approx_kl            | 0.035583407 |
|    clip_fraction        | 0.439       |
|    clip_range           | 0.2         |
|    entropy_loss         | -39.9       |
|    explained_variance   | 0.0843      |
|    learning_rate        | 0.0003      |
|    loss                 | 7.26e+03    |
|    n_updates            | 980         |
|    policy_gradient_loss | -0.0402     |
|    value_loss           | 8.96e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 383         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 100         |
|    time_elapsed         | 1011        |
|    total_timesteps      | 204600      |
| train/                  |             |
|    approx_kl            | 0.049212527 |
|    clip_fraction        | 0.511       |
|    clip_range           | 0.2         |
|    entropy_loss         | -39.8       |
|    explained_variance   | 0.245       |
|    learning_rate        | 0.0003      |
|    loss                 | 280         |
|    n_updates            | 990         |
|    policy_gradient_loss | -0.0448     |
|    value_loss           | 2.73e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 341         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 101         |
|    time_elapsed         | 1021        |
|    total_timesteps      | 206646      |
| train/                  |             |
|    approx_kl            | 0.044500805 |
|    clip_fraction        | 0.539       |
|    clip_range           | 0.2         |
|    entropy_loss         | -39.7       |
|    explained_variance   | 0.116       |
|    learning_rate        | 0.0003      |
|    loss                 | 312         |
|    n_updates            | 1000        |
|    policy_gradient_loss | -0.0312     |
|    value_loss           | 6.77e+04    |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 2         |
|    ep_rew_mean          | 395       |
| time/                   |           |
|    fps                  | 202       |
|    iterations           | 102       |
|    time_elapsed         | 1031      |
|    total_timesteps      | 208692    |
| train/                  |           |
|    approx_kl            | 0.0521999 |
|    clip_fraction        | 0.476     |
|    clip_range           | 0.2       |
|    entropy_loss         | -39.6     |
|    explained_variance   | 0.066     |
|    learning_rate        | 0.0003    |
|    loss                 | 287       |
|    n_updates            | 1010      |
|    policy_gradient_loss | -0.049    |
|    value_loss           | 1.16e+05  |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 396         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 103         |
|    time_elapsed         | 1041        |
|    total_timesteps      | 210738      |
| train/                  |             |
|    approx_kl            | 0.076213956 |
|    clip_fraction        | 0.531       |
|    clip_range           | 0.2         |
|    entropy_loss         | -39.5       |
|    explained_variance   | 0.129       |
|    learning_rate        | 0.0003      |
|    loss                 | 479         |
|    n_updates            | 1020        |
|    policy_gradient_loss | -0.0391     |
|    value_loss           | 6.16e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 380         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 104         |
|    time_elapsed         | 1051        |
|    total_timesteps      | 212784      |
| train/                  |             |
|    approx_kl            | 0.051607423 |
|    clip_fraction        | 0.516       |
|    clip_range           | 0.2         |
|    entropy_loss         | -39.5       |
|    explained_variance   | 0.0948      |
|    learning_rate        | 0.0003      |
|    loss                 | 2.89e+03    |
|    n_updates            | 1030        |
|    policy_gradient_loss | -0.0416     |
|    value_loss           | 8.39e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 393         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 105         |
|    time_elapsed         | 1061        |
|    total_timesteps      | 214830      |
| train/                  |             |
|    approx_kl            | 0.062690824 |
|    clip_fraction        | 0.582       |
|    clip_range           | 0.2         |
|    entropy_loss         | -39.4       |
|    explained_variance   | 0.797       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.73e+03    |
|    n_updates            | 1040        |
|    policy_gradient_loss | -0.0446     |
|    value_loss           | 2.32e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 346         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 106         |
|    time_elapsed         | 1072        |
|    total_timesteps      | 216876      |
| train/                  |             |
|    approx_kl            | 0.058445223 |
|    clip_fraction        | 0.595       |
|    clip_range           | 0.2         |
|    entropy_loss         | -39.3       |
|    explained_variance   | 0.0688      |
|    learning_rate        | 0.0003      |
|    loss                 | 1.3e+04     |
|    n_updates            | 1050        |
|    policy_gradient_loss | -0.0353     |
|    value_loss           | 1.24e+05    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 286        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 107        |
|    time_elapsed         | 1082       |
|    total_timesteps      | 218922     |
| train/                  |            |
|    approx_kl            | 0.04596415 |
|    clip_fraction        | 0.456      |
|    clip_range           | 0.2        |
|    entropy_loss         | -39.2      |
|    explained_variance   | 0.0778     |
|    learning_rate        | 0.0003     |
|    loss                 | 231        |
|    n_updates            | 1060       |
|    policy_gradient_loss | -0.0421    |
|    value_loss           | 9.65e+04   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 2         |
|    ep_rew_mean          | 396       |
| time/                   |           |
|    fps                  | 202       |
|    iterations           | 108       |
|    time_elapsed         | 1092      |
|    total_timesteps      | 220968    |
| train/                  |           |
|    approx_kl            | 0.0344489 |
|    clip_fraction        | 0.422     |
|    clip_range           | 0.2       |
|    entropy_loss         | -39.1     |
|    explained_variance   | 0.0705    |
|    learning_rate        | 0.0003    |
|    loss                 | 240       |
|    n_updates            | 1070      |
|    policy_gradient_loss | -0.0417   |
|    value_loss           | 1.19e+05  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 311        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 109        |
|    time_elapsed         | 1102       |
|    total_timesteps      | 223014     |
| train/                  |            |
|    approx_kl            | 0.07128215 |
|    clip_fraction        | 0.555      |
|    clip_range           | 0.2        |
|    entropy_loss         | -39        |
|    explained_variance   | 0.0694     |
|    learning_rate        | 0.0003     |
|    loss                 | 1.64e+03   |
|    n_updates            | 1080       |
|    policy_gradient_loss | -0.0299    |
|    value_loss           | 1.25e+05   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 396         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 110         |
|    time_elapsed         | 1112        |
|    total_timesteps      | 225060      |
| train/                  |             |
|    approx_kl            | 0.027996246 |
|    clip_fraction        | 0.399       |
|    clip_range           | 0.2         |
|    entropy_loss         | -39         |
|    explained_variance   | 0.0263      |
|    learning_rate        | 0.0003      |
|    loss                 | 1.94e+04    |
|    n_updates            | 1090        |
|    policy_gradient_loss | -0.0254     |
|    value_loss           | 3.24e+05    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 401        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 111        |
|    time_elapsed         | 1122       |
|    total_timesteps      | 227106     |
| train/                  |            |
|    approx_kl            | 0.13782874 |
|    clip_fraction        | 0.497      |
|    clip_range           | 0.2        |
|    entropy_loss         | -38.9      |
|    explained_variance   | 0.254      |
|    learning_rate        | 0.0003     |
|    loss                 | 200        |
|    n_updates            | 1100       |
|    policy_gradient_loss | -0.0178    |
|    value_loss           | 2.83e+04   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 348        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 112        |
|    time_elapsed         | 1133       |
|    total_timesteps      | 229152     |
| train/                  |            |
|    approx_kl            | 0.05030465 |
|    clip_fraction        | 0.505      |
|    clip_range           | 0.2        |
|    entropy_loss         | -38.9      |
|    explained_variance   | 0.104      |
|    learning_rate        | 0.0003     |
|    loss                 | 791        |
|    n_updates            | 1110       |
|    policy_gradient_loss | -0.0362    |
|    value_loss           | 8.41e+04   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 345         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 113         |
|    time_elapsed         | 1143        |
|    total_timesteps      | 231198      |
| train/                  |             |
|    approx_kl            | 0.055420034 |
|    clip_fraction        | 0.51        |
|    clip_range           | 0.2         |
|    entropy_loss         | -38.8       |
|    explained_variance   | 0.0402      |
|    learning_rate        | 0.0003      |
|    loss                 | 803         |
|    n_updates            | 1120        |
|    policy_gradient_loss | -0.0359     |
|    value_loss           | 2.16e+05    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 408         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 114         |
|    time_elapsed         | 1153        |
|    total_timesteps      | 233244      |
| train/                  |             |
|    approx_kl            | 0.038187526 |
|    clip_fraction        | 0.456       |
|    clip_range           | 0.2         |
|    entropy_loss         | -38.7       |
|    explained_variance   | 0.04        |
|    learning_rate        | 0.0003      |
|    loss                 | 2.03e+05    |
|    n_updates            | 1130        |
|    policy_gradient_loss | -0.0329     |
|    value_loss           | 2.41e+05    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 335        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 115        |
|    time_elapsed         | 1163       |
|    total_timesteps      | 235290     |
| train/                  |            |
|    approx_kl            | 0.04481975 |
|    clip_fraction        | 0.482      |
|    clip_range           | 0.2        |
|    entropy_loss         | -38.6      |
|    explained_variance   | 0.039      |
|    learning_rate        | 0.0003     |
|    loss                 | 446        |
|    n_updates            | 1140       |
|    policy_gradient_loss | -0.0389    |
|    value_loss           | 2.26e+05   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 411         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 116         |
|    time_elapsed         | 1173        |
|    total_timesteps      | 237336      |
| train/                  |             |
|    approx_kl            | 0.021282014 |
|    clip_fraction        | 0.329       |
|    clip_range           | 0.2         |
|    entropy_loss         | -38.6       |
|    explained_variance   | 0.0341      |
|    learning_rate        | 0.0003      |
|    loss                 | 252         |
|    n_updates            | 1150        |
|    policy_gradient_loss | -0.0347     |
|    value_loss           | 2.77e+05    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 412         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 117         |
|    time_elapsed         | 1183        |
|    total_timesteps      | 239382      |
| train/                  |             |
|    approx_kl            | 0.080011055 |
|    clip_fraction        | 0.476       |
|    clip_range           | 0.2         |
|    entropy_loss         | -38.4       |
|    explained_variance   | 0.231       |
|    learning_rate        | 0.0003      |
|    loss                 | 253         |
|    n_updates            | 1160        |
|    policy_gradient_loss | -0.0432     |
|    value_loss           | 2.97e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 408         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 118         |
|    time_elapsed         | 1194        |
|    total_timesteps      | 241428      |
| train/                  |             |
|    approx_kl            | 0.056491457 |
|    clip_fraction        | 0.475       |
|    clip_range           | 0.2         |
|    entropy_loss         | -38.3       |
|    explained_variance   | 0.0136      |
|    learning_rate        | 0.0003      |
|    loss                 | 3.65e+05    |
|    n_updates            | 1170        |
|    policy_gradient_loss | -0.0287     |
|    value_loss           | 7.11e+05    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 286         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 119         |
|    time_elapsed         | 1204        |
|    total_timesteps      | 243474      |
| train/                  |             |
|    approx_kl            | 0.056928396 |
|    clip_fraction        | 0.513       |
|    clip_range           | 0.2         |
|    entropy_loss         | -38.2       |
|    explained_variance   | 0.0689      |
|    learning_rate        | 0.0003      |
|    loss                 | 115         |
|    n_updates            | 1180        |
|    policy_gradient_loss | -0.0319     |
|    value_loss           | 1.39e+05    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 408         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 120         |
|    time_elapsed         | 1214        |
|    total_timesteps      | 245520      |
| train/                  |             |
|    approx_kl            | 0.036423754 |
|    clip_fraction        | 0.446       |
|    clip_range           | 0.2         |
|    entropy_loss         | -38.2       |
|    explained_variance   | 0.0823      |
|    learning_rate        | 0.0003      |
|    loss                 | 7.38e+03    |
|    n_updates            | 1190        |
|    policy_gradient_loss | -0.0293     |
|    value_loss           | 1.03e+05    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 337        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 121        |
|    time_elapsed         | 1224       |
|    total_timesteps      | 247566     |
| train/                  |            |
|    approx_kl            | 0.05039826 |
|    clip_fraction        | 0.461      |
|    clip_range           | 0.2        |
|    entropy_loss         | -38.2      |
|    explained_variance   | 0.037      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.4e+03    |
|    n_updates            | 1200       |
|    policy_gradient_loss | -0.0313    |
|    value_loss           | 2.42e+05   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 406         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 122         |
|    time_elapsed         | 1234        |
|    total_timesteps      | 249612      |
| train/                  |             |
|    approx_kl            | 0.061398268 |
|    clip_fraction        | 0.506       |
|    clip_range           | 0.2         |
|    entropy_loss         | -38.2       |
|    explained_variance   | 0.081       |
|    learning_rate        | 0.0003      |
|    loss                 | 365         |
|    n_updates            | 1210        |
|    policy_gradient_loss | -0.0387     |
|    value_loss           | 1.02e+05    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 401         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 123         |
|    time_elapsed         | 1244        |
|    total_timesteps      | 251658      |
| train/                  |             |
|    approx_kl            | 0.053144533 |
|    clip_fraction        | 0.48        |
|    clip_range           | 0.2         |
|    entropy_loss         | -38.1       |
|    explained_variance   | 0.0517      |
|    learning_rate        | 0.0003      |
|    loss                 | 164         |
|    n_updates            | 1220        |
|    policy_gradient_loss | -0.0327     |
|    value_loss           | 1.74e+05    |
-----------------------------------------
 100% ----------------------- 251,658/250,000  [ 0:20:39 < 0:00:00 , 221 it/s ]
action after training:[ 2 60 47  1 20 42  0  2 31 34  1  1 35 99  1], observation:[ 800.        269.10562   388.23218    20.1994     37.696304 2048.
 1273.7114     41.91983     7.67044     4.      ]
leraning completed
action after training:[ 2 60 61  2 20 62  0  2 42 34  1  1 48 98  1], observation:[ 800.        201.6262    253.99576    10.860086   47.260017 2048.
 1544.2216     19.869375   66.51144     4.      ]
action after training:[ 2 60 61  2 23 57  0  2 42 34  8  1 48 98  1], observation:[8.0000000e+02 1.7405608e+00 5.5033470e+01 2.4452703e+01 5.2172704e+00
 2.0480000e+03 1.9256473e+03 1.9182768e+01 7.3384460e+01 4.0000000e+00]
action after training:[ 2 60 47  1 20 42  0  2 42 34  8  1 49 98  1], observation:[ 800.        298.94296   335.81558    22.663115   45.01929  2048.
  581.72736    64.21815   149.96785     4.      ]
action after training:[ 2 60 61  2 20 62  0  2 42 34  1  1 48 98  1], observation:[ 800.        197.85736   374.3668     32.70159    25.397247 2048.
 1515.9071     48.058968  104.575264    4.      ]
action after training:[ 2 60 47  1 20 42  0  2 31 34  1  1 49 98  1], observation:[ 800.         142.4803     235.58176     44.921078     9.780932
 2048.         768.23865     12.1961565   15.217356     4.       ]
action after training:[ 2 60 61  2 20 62  0  2 42 34  1  1 48 98  1], observation:[ 800.        375.85153   308.98544    28.711048   48.447933 2048.
 1511.8694     75.355865   59.610294    4.      ]
action after training:[ 2 60 60  1 20 62  0  2 31 34  1  1 35 98  1], observation:[ 800.        199.52525   156.7224     16.502502   31.959091 2048.
 1507.1709     50.072968   20.82813     4.      ]
action after training:[ 2 60 47  1 20 57  0  2 42 34  1  1 49 98  1], observation:[ 800.           2.3511891   21.178545    19.771849    21.012709
 2048.        1388.4152      73.416824   112.916214     4.       ]
action after training:[ 2 60 47  1 20 42  0  2 31 34  1  1 35 99  1], observation:[ 800.        322.17044   286.39703    34.710564   41.951435 2048.
  986.3193     68.67434    45.840115    4.      ]
Execution time:0:20:48.242706
[0m
